DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",6q23.3,6,137906227,TNFAIP3,TNFAIP3 - LINC02528,ENSG00000118503,ENSG00000226004,,22915,36852,rs7752903-T,rs7752903,0,7752903,TF_binding_site_variant,1,0.97,1.00E-17,17,(EA),0.3383,[0.26-0.42] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",15q23,15,69699078,LOC145837,DRAIC,,,ENSG00000245750,,,rs8026898-A,rs8026898,0,8026898,non_coding_transcript_exon_variant,0,0.27,2.00E-17,16.69897,(EA),0.14416,[0.11-0.18] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",4p15.2,4,26118379,C4orf52,LINC02357 - RBPJ,ENSG00000283314,ENSG00000168214,,14121,45076,rs11933540-T,rs11933540,0,11933540,intergenic_variant,1,0.69,1.00E-16,16,(EA),0.14086,[0.11-0.17] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",19p13.2,19,10352442,TYK2,TYK2,,,ENSG00000105397,,,rs34536443-G,rs34536443,0,34536443,missense_variant,0,0.95,5.00E-16,15.30103,(EA),0.38009,[0.29-0.47] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",11q23.3,11,118858682,CXCR5,Y_RNA - CXCR5,ENSG00000207235,ENSG00000160683,,22571,25210,rs10790268-A,rs10790268,0,10790268,intergenic_variant,1,0.21,3.00E-15,14.52287875,(EA),0.1593,[0.12-0.2] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",6q27,6,167127354,CCR6,CCR6,,,ENSG00000112486,,,rs1571878-T,rs1571878,0,1571878,intron_variant,0,0.56,5.00E-15,14.30103,(EA),0.12182,[0.091-0.152] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",20q13.12,20,46120612,CD40,CD40,,,ENSG00000101017,,,rs4239702-T,rs4239702,0,4239702,intron_variant,0,0.28,4.00E-14,13.39794001,(EA),0.13357,[0.099-0.168] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",2p16.1,2,60897715,REL,REL,,,ENSG00000162924,,,rs34695944-T,rs34695944,0,34695944,intron_variant,0,0.63,5.00E-14,13.30103,(EA),0.11793,[0.087-0.149] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",9p13.3,9,34710341,"CCL19, CCL21",CCL21 - FAM205A,ENSG00000137077,ENSG00000205108,,205,12712,rs11574914-A,rs11574914,0,11574914,intron_variant,1,0.33,1.00E-13,13,(EA),0.11847,[0.087-0.15] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",10q21.2,10,62020112,ARID5B,ARID5B,,,ENSG00000150347,,,rs71508903-T,rs71508903,0,71508903,intron_variant,0,0.21,4.00E-13,12.39794001,(EA),0.14368,[0.1-0.18] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",15q14,15,38541832,RASGRP1,RASGRP1,,,ENSG00000172575,,,rs8032939-T,rs8032939,0,8032939,intron_variant,0,0.75,2.00E-12,11.69897,(EA),0.12131,[0.087-0.155] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",2q11.2,2,100208905,AFF3,LINC01104,,,ENSG00000232084,,,rs9653442-T,rs9653442,0,9653442,intron_variant,0,0.54,4.00E-12,11.39794001,(EA),0.10642,[0.076-0.136] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",7q32.1,7,128939988,IRF5,IRF5,,,ENSG00000128604,,,rs3778753-A,rs3778753,0,3778753,intron_variant,0,0.54,4.00E-12,11.39794001,(EA),0.11128,[0.08-0.143] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",10p15.1,10,6056986,IL2RA,IL2RA,,,ENSG00000134460,,,rs706778-T,rs706778,0,706778,intron_variant,0,0.4,7.00E-12,11.15490196,(EA),0.10647,[0.076-0.137] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",21q22.11,21,33391982,IFNGR2,IFNAR1 - IFNGR2,ENSG00000142166,ENSG00000159128,,32118,11431,rs73194058-A,rs73194058,0,73194058,intergenic_variant,1,0.13,7.00E-08,7.15490196,(EA),0.12899,[0.082-0.176] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",12q13.2,12,56001170,CDK2,SUOX,,,ENSG00000139531,,,rs773125-A,rs773125,0,773125,intron_variant,0,0.59,9.00E-08,7.045757491,(EA),0.08492,[0.054-0.116] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",12q14.1,12,57714269,CDK4,OS9,,,ENSG00000135506,,,rs1633360-T,rs1633360,0,1633360,intron_variant,0,0.58,9.00E-08,7.045757491,(EA),0.08383,[0.053-0.115] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",3q22.3,3,136683218,IL20RB,STAG1,,,ENSG00000118007,,,rs9826828-A,rs9826828,0,9826828,intron_variant,0,0.02,9.00E-08,7.045757491,(EA),0.35109,[0.22-0.48] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",18p11.21,18,12881362,PTPN2,PTPN2,,,ENSG00000175354,,,rs8083786-A,rs8083786,0,8083786,intron_variant,0,0.84,1.00E-07,7,(EA),0.11,[0.069-0.151] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",3p24.3,3,17005540,PLCL2,"PLCL2, PLCL2",,,"ENSG00000154822, ENSG00000284017",,,rs4452313-A,rs4452313,0,4452313,intron_variant,0,0.71,3.00E-10,9.522878745,(EA),0.10995,[0.076-0.144] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",22q13.1,22,39351666,SYNGR1,SYNGR1,,,ENSG00000100321,,,rs909685-A,rs909685,0,909685,intron_variant,0,0.3,3.00E-10,9.522878745,(EA),0.10523,[0.072-0.138] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",8q22.3,8,101451374,GRHL2,RN7SL563P - GRHL2,ENSG00000239211,ENSG00000083307,,53441,41065,rs678347-A,rs678347,0,678347,intron_variant,1,0.73,1.00E-07,7,(EA),0.08926,[0.056-0.122] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",6p25.3,6,426155,IRF4,IRF4 - EXOC2,ENSG00000137265,ENSG00000112685,,14712,58999,rs9378815-G,rs9378815,0,9378815,intergenic_variant,1,0.34,2.00E-07,6.698970004,(EA),0.08807,[0.055-0.121] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",8p23.1,8,11484371,BLK,FAM167A - BLK,ENSG00000154319,ENSG00000136573,,8463,2523,rs2736337-T,rs2736337,0,2736337,regulatory_region_variant,1,0.75,2.00E-07,6.698970004,(EA),0.09221,[0.058-0.127] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",12q24.12,12,111395984,"SH2B3, PTPN11",LINC02356,,,ENSG00000257595,,,rs10774624-A,rs10774624,0,10774624,intron_variant,0,0.51,2.00E-07,6.698970004,(EA),0.08647,[0.054-0.119] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",14q24.1,14,68293424,RAD51B,RAD51B,,,ENSG00000182185,,,rs1950897-T,rs1950897,0,1950897,intron_variant,0,0.71,3.00E-07,6.522878745,(EA),0.08826,[0.055-0.122] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",21q22.12,21,34555942,RCAN1,RCAN1,,,ENSG00000159200,,,rs147868091-T,rs147868091,0,147868091,intron_variant,0,0.12,3.00E-07,6.522878745,(EA),0.12623,[0.078-0.174] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",2q33.1,2,201289674,"CFLAR, CASP8",FLACC1,,,ENSG00000155749,,,rs6715284-G,rs6715284,0,6715284,intron_variant,0,0.1,3.00E-07,6.522878745,(EA),0.12901,[0.08-0.178] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",10p14,10,9007290,10p14,LINC02676 - LINC00709,ENSG00000234752,ENSG00000230014,,92694,268543,rs12413578-T,rs12413578,0,12413578,regulatory_region_variant,1,0.1,3.00E-07,6.522878745,(EA),0.18538,[0.11-0.26] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",7q21.2,7,92607515,CDK6,CDK6,,,ENSG00000105810,,,rs4272-A,rs4272,0,4272,3_prime_UTR_variant,0,0.79,3.00E-07,6.522878745,(EA),0.0968,[0.06-0.134] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",1p34.3,1,38168207,LOC339442,LINC02786 - LINC01343,ENSG00000284623,ENSG00000237290,,27614,40827,rs12140275-A,rs12140275,0,12140275,intergenic_variant,1,0.75,4.00E-07,6.397940009,(EA),0.09364,[0.058-0.13] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",11q22.3,11,108096623,ATM,CUL5,,,ENSG00000166266,,,rs138193887-A,rs138193887,0,138193887,intron_variant,0,0.92,4.00E-07,6.397940009,(EA),0.18808,[0.12-0.26] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",16p13.13,16,11745470,TXNDC11,TXNDC11 - ZC3H7A,ENSG00000153066,ENSG00000122299,,2613,5116,rs4780401-T,rs4780401,0,4780401,upstream_gene_variant,1,0.59,5.00E-07,6.301029996,(EA),0.08346,[0.051-0.116] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",8q24.21,8,128529854,PVT1,LINC00824,,,ENSG00000254275,,,rs1516971-T,rs1516971,0,1516971,intron_variant,0,0.87,5.00E-07,6.301029996,(EA),0.1199,[0.073-0.167] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",22q11.21,22,21624807,"UBE2L3, YDJC",UBE2L3 - YDJC,ENSG00000185651,ENSG00000161179,,773,3282,rs11089637-T,rs11089637,0,11089637,downstream_gene_variant,1,0.84,6.00E-07,6.22184875,(EA),0.1048,[0.064-0.146] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",11q12.2,11,61828092,"FADS1, FADS2, FADS3","FADS1, FADS2",,,"ENSG00000149485, ENSG00000134824",,,rs968567-T,rs968567,0,968567,intron_variant,0,0.18,7.00E-07,6.15490196,(EA),0.10388,[0.063-0.145] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",1q23.3,1,161435263,FCGR2A,RNU6-481P - FCGR2A,ENSG00000206921,ENSG00000143226,,33868,70167,rs72717009-T,rs72717009,0,72717009,intron_variant,1,0.12,1.00E-06,6,(EA),0.12237,[0.073-0.172] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",7p15.1,7,28135367,JAZF1,JAZF1,,,ENSG00000153814,,,rs67250450-T,rs67250450,0,67250450,intron_variant,0,0.79,2.00E-06,5.698970004,(EA),0.09087,[0.053-0.128] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",11q24.3,11,128627057,ETS1,ETS1 - FLI1,ENSG00000134954,ENSG00000151702,,39499,59478,rs73013527-T,rs73013527,0,73013527,intron_variant,1,0.5,2.00E-06,5.698970004,(EA),0.07949,[0.047-0.112] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",4p16.1,4,10725733,CLNK,CLNK - LINC02498,ENSG00000109684,ENSG00000283083,,40965,11825,rs13142500-T,rs13142500,0,13142500,intergenic_variant,1,0.55,2.00E-06,5.698970004,(EA),0.0967,[0.057-0.137] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",4p11,4,48218822,TEC,TEC,,,ENSG00000135605,,,rs2664035-A,rs2664035,0,2664035,intron_variant,0,0.4,2.00E-06,5.698970004,(EA),0.07389,[0.043-0.105] unit increase,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",4q27,4,122478336,"IL2, IL21",IL2 - NA,ENSG00000109471,,,21611,,rs45475795-A,rs45475795,0,45475795,intergenic_variant,1,0.93,4.00E-06,5.397940009,(EA),0.12829,[0.074-0.183] unit decrease,Illumina [8380626] (imputed),N
1/25/19,30423114,Laufer VA,11/13/18,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/30423114,Genetic Influences on Susceptibility to Rheumatoid Arthritis in African-Americans.,Rheumatoid arthritis,"916 African American cases, 1,392 African American controls,","4,873 East Asian ancestry cases, 17,641 East Asian ancestry controls, 19,234 European ancestry cases, 61,654 European ancestry controls",11q12.2,11,61138978,CD5,VPS37C,,,ENSG00000167987,,,rs508970-A,rs508970,0,508970,intron_variant,0,0.49,4.00E-06,5.397940009,(EA),0.07089,[0.041-0.101] unit increase,Illumina [8380626] (imputed),N
